SYMBOL,DATE,OPEN,CLOSE,MIN,MAX,VOLUME
NVDA,2025-11-06,196.419998169,188.080001831,186.380004883,197.619995117,223029800
AVGO,2025-11-07,354.190002441,349.429992676,337.269989014,354.5,21903200
NVDA,2025-11-07,184.899993896,188.149993896,178.910003662,188.320007324,264942300
AVGO,2025-11-10,357.899993896,358.390014648,354.609985352,360,16409000
NVDA,2025-11-10,195.11000061,199.050003052,193.789993286,199.940002441,198897100
AVGO,2025-11-11,358.970001221,351.959991455,349.670013428,361.890014648,16446800
NVDA,2025-11-11,195.160003662,193.160003662,191.300003052,195.419998169,176483300
AVGO,2025-11-12,358.040008545,355.220001221,351.679992676,358.869995117,12190500
NVDA,2025-11-12,195.720001221,193.800003052,191.130004883,195.88999939,154935300
AVGO,2025-11-13,351.579986572,339.980010986,334.160003662,353.549987793,22616600
NVDA,2025-11-13,191.050003052,186.86000061,183.850006104,191.440002441,207423100
AVGO,2025-11-14,331.470001221,342.459991455,329.059997559,344.739990234,18488200
NVDA,2025-11-14,182.86000061,190.169998169,180.580001831,191.009994507,186019700
